experiment,train_time,eval_time
result/REDD_Microwave_10s/512/DAResNet_0,105.486,9.958
result/REDD_Microwave_10s/512/NILMFormer_1,45.23,7.271
result/REDD_Microwave_10s/512/BERT4NILM_1,39.27,5.879
result/REDD_Microwave_10s/512/BiLSTM_1,99.922,8.328
result/REDD_Microwave_10s/512/BiGRU_1,38.124,6.147
result/REDD_Microwave_10s/512/CNN1D_1,39.156,5.686
result/REDD_Microwave_10s/512/DAResNet_1,105.084,9.154
result/REDD_Microwave_10s/512/NILMFormer_2,45.346,7.273
result/REDD_Microwave_10s/512/BERT4NILM_2,39.274,5.877
result/REDD_Microwave_10s/512/BiLSTM_2,99.845,8.331
result/REDD_Microwave_10s/512/BiGRU_2,38.179,6.141
result/REDD_Microwave_10s/512/CNN1D_2,39.162,5.685
result/REDD_Microwave_10s/512/DAResNet_2,105.214,9.487
result/REDD_Fridge_10s/128/NILMFormer_0,178.2,28.523
result/REDD_Fridge_10s/128/BERT4NILM_0,178.917,23.044
result/REDD_Fridge_10s/128/BiLSTM_0,179.923,23.69
result/REDD_Fridge_10s/128/BiGRU_0,162.896,23.052
result/REDD_Fridge_10s/128/CNN1D_0,168.002,22.594
result/REDD_Fridge_10s/128/NILMFormer_1,180.729,28.855
result/REDD_Fridge_10s/128/BERT4NILM_1,173.533,23.466
result/REDD_Fridge_10s/128/BiLSTM_1,174.188,23.806
result/REDD_Fridge_10s/128/BiGRU_1,166.132,22.906
result/REDD_Fridge_10s/128/CNN1D_1,166.735,22.562
result/REDD_Fridge_10s/128/NILMFormer_2,199.676,28.622
result/REDD_Fridge_10s/128/BERT4NILM_2,182.462,23.329
result/REDD_Fridge_10s/128/BiLSTM_2,193.993,23.775
result/REDD_Fridge_10s/128/BiGRU_2,166.769,22.994
result/REDD_Fridge_10s/128/CNN1D_2,166.832,22.595
result/REDD_Fridge_10s/256/NILMFormer_0,96.802,14.55
result/REDD_Fridge_10s/256/BERT4NILM_0,100.581,11.643
result/REDD_Fridge_10s/256/BiLSTM_0,105.671,12.522
result/REDD_Fridge_10s/256/BiGRU_0,83.217,11.787
result/REDD_Fridge_10s/256/CNN1D_0,84.351,11.345
result/REDD_Fridge_10s/256/DAResNet_0,126.247,18.111
result/REDD_Fridge_10s/256/NILMFormer_1,93.163,14.332
result/REDD_Fridge_10s/256/BERT4NILM_1,99.353,12.257
result/REDD_Fridge_10s/256/BiLSTM_1,106.241,12.481
result/REDD_Fridge_10s/256/BiGRU_1,82.63,11.736
result/REDD_Fridge_10s/256/CNN1D_1,84.539,11.297
result/REDD_Fridge_10s/256/DAResNet_1,122.11,17.957
result/REDD_Fridge_10s/256/NILMFormer_2,94.205,14.339
result/REDD_Fridge_10s/256/BERT4NILM_2,91.424,11.763
result/REDD_Fridge_10s/256/BiLSTM_2,106.607,12.482
result/REDD_Fridge_10s/256/BiGRU_2,82.005,11.786
result/REDD_Fridge_10s/256/CNN1D_2,89.798,12.315
result/REDD_Fridge_10s/256/DAResNet_2,137.524,25.807
result/REDD_Fridge_10s/512/NILMFormer_0,55.899,8.048
result/REDD_Fridge_10s/512/BERT4NILM_0,51.509,7.33
result/REDD_Fridge_10s/512/BiLSTM_0,106.556,8.423
result/REDD_Fridge_10s/512/BiGRU_0,43.971,6.187
result/REDD_Fridge_10s/512/CNN1D_0,45.337,6.034
result/REDD_Fridge_10s/512/DAResNet_0,95.138,12.97
result/REDD_Fridge_10s/512/NILMFormer_1,56.445,8.747
result/REDD_Fridge_10s/512/BERT4NILM_1,46.488,7.159
result/REDD_Fridge_10s/512/BiLSTM_1,107.079,8.388
result/REDD_Fridge_10s/512/BiGRU_1,43.73,6.183
result/REDD_Fridge_10s/512/CNN1D_1,45.467,5.996
result/REDD_Fridge_10s/512/DAResNet_1,91.225,9.801
result/REDD_Fridge_10s/512/NILMFormer_2,55.075,7.965
result/REDD_Fridge_10s/512/BERT4NILM_2,46.246,5.877
result/REDD_Fridge_10s/512/BiLSTM_2,106.451,8.364
result/REDD_Fridge_10s/512/BiGRU_2,43.327,6.137
result/REDD_Fridge_10s/512/CNN1D_2,45.091,5.687
result/REDD_Fridge_10s/512/DAResNet_2,83.653,10.058
result-synagg/UKDALE_WashingMachine_10s/128/NILMFormer_0,1850.951,44.768
result-synagg/UKDALE_WashingMachine_10s/128/NILMFormer_2,1826.915,43.006
result-synagg/UKDALE_WashingMachine_10s/256/NILMFormer_0,927.012,22.754
result-synagg/UKDALE_WashingMachine_10s/256/NILMFormer_1,927.692,22.225
result-synagg/UKDALE_WashingMachine_10s/256/NILMFormer_2,930.0,21.933
result-synagg/UKDALE_WashingMachine_10s/512/NILMFormer_0,500.506,11.698
result-synagg/UKDALE_WashingMachine_10s/512/NILMFormer_1,501.283,11.113
result-synagg/UKDALE_WashingMachine_10s/512/NILMFormer_2,499.589,11.351
result-synagg/UKDALE_Dishwasher_10s/128/NILMFormer_0,1834.058,44.974
result-synagg/UKDALE_Dishwasher_10s/128/NILMFormer_1,1830.784,44.668
result-synagg/UKDALE_Dishwasher_10s/128/NILMFormer_2,1829.302,43.619
result-synagg/UKDALE_Dishwasher_10s/256/NILMFormer_0,931.893,21.767
result-synagg/UKDALE_Dishwasher_10s/256/NILMFormer_1,929.404,21.406
result-synagg/UKDALE_Dishwasher_10s/256/NILMFormer_2,930.828,22.37
result-synagg/UKDALE_Dishwasher_10s/512/NILMFormer_0,504.155,11.406
result-synagg/UKDALE_Dishwasher_10s/512/NILMFormer_2,503.396,11.71
result-synagg/UKDALE_Kettle_10s/128/NILMFormer_0,1735.624,77.882
result-synagg/UKDALE_Kettle_10s/128/NILMFormer_1,1738.526,79.699
result-synagg/UKDALE_Kettle_10s/128/NILMFormer_2,1775.073,81.836
result-synagg/UKDALE_Kettle_10s/256/NILMFormer_0,885.496,40.932
result-synagg/UKDALE_Kettle_10s/256/NILMFormer_1,950.836,46.694
result-synagg/UKDALE_Kettle_10s/256/NILMFormer_2,927.442,49.917
result-synagg/UKDALE_Kettle_10s/512/NILMFormer_0,521.804,38.83
result-synagg/UKDALE_Kettle_10s/512/NILMFormer_1,489.719,21.245
result-synagg/UKDALE_Kettle_10s/512/NILMFormer_2,487.76,20.818
result-synagg/UKDALE_Microwave_10s/128/NILMFormer_0,1815.148,45.487
result-synagg/UKDALE_Microwave_10s/128/NILMFormer_1,1813.058,43.803
result-synagg/UKDALE_Microwave_10s/128/NILMFormer_2,1794.914,44.395
result-synagg/UKDALE_Microwave_10s/256/NILMFormer_0,1069.541,34.537
result-synagg/UKDALE_Microwave_10s/256/NILMFormer_1,946.877,22.162
result-synagg/UKDALE_Microwave_10s/256/NILMFormer_2,927.098,22.04
result-synagg/UKDALE_Microwave_10s/512/NILMFormer_0,511.227,11.849
result-synagg/UKDALE_Microwave_10s/512/NILMFormer_1,511.185,11.328
result-synagg/UKDALE_Microwave_10s/512/NILMFormer_2,512.139,11.723
result-synagg/UKDALE_Fridge_10s/128/NILMFormer_0,1815.755,44.531
result-synagg/UKDALE_Fridge_10s/256/NILMFormer_1,916.28,22.61
result-synagg/UKDALE_Fridge_10s/256/NILMFormer_2,908.529,23.278
result-synagg/UKDALE_Fridge_10s/512/NILMFormer_0,487.221,11.193
result-synagg/UKDALE_Fridge_10s/512/NILMFormer_1,487.508,11.434
result-synagg/UKDALE_Fridge_10s/512/NILMFormer_2,488.92,11.364
